period,org_code,type,attendances,breaches,admissions
Mar-17,RWW,1,6890,953,2632
Mar-17,RWW,other,3827,39,0
Mar-17,RY7,other,4696,29,0
Mar-17,RBL,1,8068,1965,2546
Mar-17,RBL,other,2629,40,0
Mar-17,AJN,other,452,0,0
Mar-17,RRF,1,7741,936,1972
Mar-17,RCB,1,9036,1664,3543
Mar-17,RCB,other,6659,16,0
Mar-17,RTK,1,8355,1383,1982
Mar-17,RTK,other,1581,0,0
Mar-17,Y02688,other,3368,3,0
Mar-17,NQT10,other,3175,95,0
Mar-17,RWX,other,5523,0,0
Mar-17,Y04538,other,3280,1,0
Mar-17,RXH,1,12686,2158,3561
Mar-17,RXH,2,1177,1,25
Mar-17,NLW,other,4636,1,0
Mar-17,RXQ,1,7101,873,2891
Mar-17,RXQ,2,1318,0,542
Mar-17,RXQ,other,3611,15,0
Mar-17,Y00058,other,2315,12,0
Mar-17,NLT02,other,1194,0,0
Mar-17,RJ8,other,8522,15,1
Mar-17,RN7,1,8866,904,2514
Mar-17,RN7,other,1823,1,0
Mar-17,RBD,1,3607,69,1310
Mar-17,RBD,other,4019,2,0
Mar-17,RVV,1,12737,3548,3336
Mar-17,RVV,other,5216,13,466
Mar-17,RXC,1,9442,1822,2801
Mar-17,DD401,other,782,0,0
Mar-17,RDU,1,20403,1745,6054
Mar-17,R1J,other,5799,22,0
Mar-17,RTE,1,11503,2555,3464
Mar-17,RN3,1,6515,1826,2065
Mar-17,RN3,other,5725,89,0
Mar-17,RN5,1,9087,410,2428
Mar-17,RN5,other,1206,0,0
Mar-17,NDA57,other,751,1,0
Mar-17,R1F,1,3477,788,744
Mar-17,R1F,other,1523,0,0
Mar-17,RYY,other,6501,3,0
Mar-17,NR5,other,3682,1,0
Mar-17,RWF,1,11963,1448,3677
Mar-17,RWF,other,1996,7,0
Mar-17,RPA,1,10452,2351,2263
Mar-17,RVJ,1,7222,844,2324
Mar-17,RBZ,1,3521,661,1117
Mar-17,RBZ,other,3911,0,0
Mar-17,L83087,other,179,0,0
Mar-17,RNU,other,2955,106,0
Mar-17,RTH,1,11198,1676,3100
Mar-17,RTH,2,1797,0,61
Mar-17,NLX02,other,711,0,0
Mar-17,RK9,1,8345,1284,3008
Mar-17,RK9,2,250,0,0
Mar-17,RD3,1,5584,361,1692
Mar-17,RD3,other,1363,0,0
Mar-17,RHU,1,9418,2688,2921
Mar-17,RHU,2,897,3,0
Mar-17,RHU,other,2036,18,0
Mar-17,RPC,other,910,1,31
Mar-17,RHW,1,9380,594,3063
Mar-17,RHW,2,1495,5,5
Mar-17,REF,1,6059,1664,2489
Mar-17,REF,other,1521,25,26
Mar-17,RH8,1,8240,614,1849
Mar-17,RH8,other,712,0,0
Mar-17,RA2,1,5854,205,2017
Mar-17,RD1,1,6218,1379,2103
Mar-17,RD1,other,941,12,128
Mar-17,RNZ,1,3807,303,1062
Mar-17,RNZ,2,325,0,0
Mar-17,Y02666,other,1357,0,0
Mar-17,RH5,other,7026,40,0
Mar-17,RYF,other,1293,0,0
Mar-17,NTP11,other,3970,2,0
Mar-17,RW1,other,2296,19,9
Mar-17,NTPAD,other,4816,16,0
Mar-17,RTP,1,8344,412,2264
Mar-17,RDR,other,8981,388,0
Mar-17,RBA,1,5394,311,1773
Mar-17,AAH,other,203,0,0
Mar-17,RDZ,1,6326,428,1876
Mar-17,RDZ,2,1517,0,3
Mar-17,RA9,1,5933,503,2530
Mar-17,RA9,other,2804,0,0
Mar-17,RHM,1,8622,1012,3456
Mar-17,RHM,2,1564,35,11
Mar-17,RA7,1,9307,1869,2918
Mar-17,RA7,2,1947,16,12
Mar-17,RYR,1,11417,515,3199
Mar-17,RYR,other,965,4,0
Mar-17,RA3,1,4350,972,1007
Mar-17,NDA56,other,2686,21,0
Mar-17,G82071,other,2311,0,0
Mar-17,NDA55,other,3167,13,0
Mar-17,NLX24,other,1509,12,0
Mar-17,RA4,1,3963,62,1404
Feb-17,RF4,1,17917,2694,4208
Feb-17,RF4,2,616,4,0
Feb-17,RF4,other,2673,20,0
Feb-17,R1H,1,25955,6186,5820
Feb-17,R1H,2,651,0,0
Feb-17,R1H,other,9882,172,0
Feb-17,AD913,other,3768,2,0
Feb-17,RYX,other,17023,144,0
Feb-17,RQM,1,14482,1942,3188
Feb-17,RQM,other,6680,91,0
Feb-17,RJ6,1,5761,1374,2021
Feb-17,RJ6,other,3202,21,0
Feb-17,Y02696,other,1016,0,0
Feb-17,NX122,other,2261,0,0
Feb-17,RVR,1,10654,534,3003
Feb-17,RVR,2,484,2,8
Feb-17,RJ1,1,10683,1471,2867
Feb-17,RJ1,2,700,0,0
Feb-17,RJ1,other,2634,5,0
Feb-17,Y03082,other,3459,0,0
Feb-17,RQX,1,8790,507,1498
Feb-17,RY9,other,4088,1,0
Feb-17,RYJ,1,8452,2565,2835
Feb-17,RYJ,2,3672,13,8
Feb-17,RYJ,other,9528,57,0
Feb-17,RJZ,1,15070,3754,4017
Feb-17,RJZ,2,1880,1,0
Feb-17,RJZ,other,4192,175,0
Feb-17,RAX,1,7677,1121,1646
Feb-17,RAX,2,915,0,0
Feb-17,RJ2,1,16054,3095,4397
Feb-17,RJ2,other,5012,0,0
Feb-17,R1K,1,10644,4616,4050
Feb-17,R1K,other,14585,109,0
Feb-17,RP6,2,7527,100,20
Feb-17,RAT,other,4539,35,0
Feb-17,RAP,1,13091,2314,2233
Feb-17,Y02973,other,757,0,0
Feb-17,AF003,other,425,0,0
Feb-17,AF002,other,545,0,0
Feb-17,RAL,1,16388,2485,3255
Feb-17,RAL,other,2831,0,0
Feb-17,Y03047,other,1797,0,0
Feb-17,RJ7,1,11454,1178,3429
Feb-17,RJ7,other,1065,0,0
Feb-17,F84747,other,2297,0,0
Feb-17,RAS,1,5179,2175,1697
Feb-17,RAS,other,7199,39,0
Feb-17,Y03094,other,2815,0,0
Feb-17,E84068,other,3141,0,0
Feb-17,RKE,1,7431,995,1181
Feb-17,RRV,1,10584,1144,1831
Feb-17,Y02147,other,8613,0,0
Feb-17,Y03201,other,2295,0,0
Feb-17,NL7,other,5061,0,0
Feb-17,8J094,other,2176,0,0
Feb-17,RDD,1,10152,847,2179
Feb-17,RC1,1,5530,444,1818
Feb-17,M85813,other,2983,0,0
Feb-17,RQ3,1,4586,183,837
Feb-17,RJF,1,4493,498,1698
Feb-17,RJF,other,3670,1,3
Feb-17,RGT,1,8094,2093,2787
Feb-17,RGT,other,2961,0,20
Feb-17,RFS,1,5840,703,1780
Feb-17,NQ108,other,1965,1,0
Feb-17,RDE,1,6371,779,2331
Feb-17,RDE,other,4320,0,0
Feb-17,Y03571,other,5635,30,0
Feb-17,RTG,1,9800,1367,3279
Feb-17,RTG,other,3725,6,46
Feb-17,RY8,other,4114,1,0
Feb-17,NNJ,other,1648,0,0
Feb-17,RWH,1,8079,1935,2856
Feb-17,RWH,other,3890,0,0
Feb-17,NAX,other,44,0,0
Feb-17,NQ106,other,493,0,0
Feb-17,RLT,1,5658,1015,948
Feb-17,NTPAL,other,1847,0,0
Feb-17,NEH06,other,1723,1,0
Feb-17,RR1,1,16808,3902,5165
Feb-17,RR1,other,3062,49,1244
Feb-17,RY4,other,794,1,0
Feb-17,RQQ,1,3353,765,703
Feb-17,RGQ,1,6478,723,1885
Feb-17,RGQ,other,373,0,156
Feb-17,RGP,1,5269,683,1159
Feb-17,RGP,other,90,0,0
Feb-17,RNQ,1,6587,1502,2195
Feb-17,C82038,other,331,0,0
Feb-17,RY5,other,12123,80,9
Feb-17,NJS05,other,3345,67,0
Feb-17,RC9,1,7677,199,2466
Feb-17,RC9,other,3285,0,0
Feb-17,C82009,other,261,0,0
Feb-17,NLO11,other,551,1,0
Feb-17,NLO09,other,500,1,0
Feb-17,RQ8,1,6980,838,2121
Feb-17,RQ8,other,264,15,0
Feb-17,RD8,1,6430,1181,1305
Feb-17,RD8,other,4121,23,0
Feb-17,Y02652,other,3543,0,0
Feb-17,RM1,1,8464,2061,2264
Feb-17,RM1,other,764,0,0
Feb-17,RGN,1,6853,1104,2107
Feb-17,RGN,other,673,0,0
Feb-17,RNS,1,7796,1899,2812
Feb-17,RNS,2,921,6,0
Feb-17,NMH01,other,5082,0,0
Feb-17,NR3,other,4548,307,0
Feb-17,RX1,1,13183,3028,3507
Feb-17,RX1,2,1413,22,0
Feb-17,RX1,other,171,0,0
Feb-17,NLO10,other,2676,23,0
Feb-17,C82010,other,220,0,0
Feb-17,NLO12,other,250,0,0
Feb-17,Y02428,other,2098,0,0
Feb-17,RXK,1,12951,3034,2869
Feb-17,RXK,2,1713,12,14
Feb-17,RXK,other,2520,0,0
Feb-17,RK5,1,7642,565,2372
Feb-17,RK5,other,3498,54,6
Feb-17,RXW,1,8779,2497,2195
Feb-17,RXW,other,1525,0,0
Feb-17,R1D,2,345,0,0
Feb-17,R1D,other,1585,0,0
Feb-17,Y02615,other,5005,0,0
Feb-17,RJC,1,4651,225,1571
Feb-17,RJC,other,545,0,0
Feb-17,RAJ,1,7328,1079,2123
Feb-17,Y02470,other,1878,0,0
Feb-17,Y02961,other,3314,0,0
Feb-17,RNA,1,7769,1064,2149
Feb-17,RNA,other,6072,0,0
Feb-17,RQW,1,7459,2395,1494
Feb-17,RCX,1,4553,433,1981
Feb-17,RL4,1,9797,1689,2276
Feb-17,RL4,other,8131,156,0
Feb-17,RWD,1,11196,2759,3123
Feb-17,RRK,1,8753,1654,2531
Feb-17,RKB,1,10339,2822,3448
Feb-17,RKB,2,1843,29,72
Feb-17,RKB,other,1835,4,0
Feb-17,RWE,1,10612,2793,3361
Feb-17,RWE,2,1606,26,3
Feb-17,RWE,other,5349,34,245
Feb-17,RJE,1,12948,3777,4000
Feb-17,RJE,2,377,0,0
Feb-17,RJE,other,4003,38,0
Feb-17,RBK,1,5593,1636,1693
Feb-17,RBK,other,3227,25,0
Feb-17,ATQ02,other,3578,0,0
Feb-17,RWG,1,7178,2324,2473
Feb-17,RWG,other,3218,1,0
Feb-17,RGR,1,5050,812,1860
Feb-17,RWP,1,8647,2957,2602
Feb-17,RWP,other,4741,1,0
Feb-17,RLQ,1,3908,965,1062
Feb-17,RLQ,other,2698,0,0
Feb-17,REM,1,6217,1713,2244
Feb-17,REM,other,6378,0,0
Feb-17,RCF,1,4577,254,971
Feb-17,RBS,1,4536,137,963
Feb-17,RFF,1,6281,943,1999
Feb-17,RXL,1,6229,2417,2021
Feb-17,RXL,other,8534,1,0
Feb-17,RMC,1,7749,1231,2040
Feb-17,RMC,other,924,2,1
Feb-17,RAE,1,9969,988,2667
Feb-17,NNF09,other,1299,0,0
Feb-17,RY2,other,6887,105,0
Feb-17,RWY,1,11252,737,2408
Feb-17,RW3,1,11747,2453,3303
Feb-17,RW3,2,3268,0,135
Feb-17,RW3,other,8855,21,140
Feb-17,RLN,1,7168,1242,2545
Feb-17,RLN,2,2117,26,22
Feb-17,RLN,other,2368,2,0
Feb-17,RJR,1,5275,713,1338
Feb-17,RJR,other,576,5,0
Feb-17,RXP,1,9468,1603,3128
Feb-17,RXP,other,9653,0,0
Feb-17,RNN,other,1526,37,0
Feb-17,RP5,1,9793,1360,2945
Feb-17,RP5,other,2268,0,333
Feb-17,RJN,1,3436,775,858
Feb-17,RJN,other,173,0,0
Feb-17,RXR,1,7824,2365,2836
Feb-17,RXR,other,5405,295,41
Feb-17,NNF28,other,84,0,0
Feb-17,RR7,1,6572,387,1488
Feb-17,RR7,other,2130,1,0
Feb-17,RCD,1,3290,208,787
Feb-17,RCD,other,724,0,0
Feb-17,RWA,1,9827,1957,2887
Feb-17,RWA,other,1061,0,0
Feb-17,RV9,other,1247,2,0
Feb-17,RXN,1,5084,1506,1545
Feb-17,RXN,other,5446,201,337
Feb-17,Y01231,other,1971,0,0
Feb-17,RR8,1,15978,2830,4782
Feb-17,RR8,other,1678,0,0
Feb-17,Y02875,other,3693,0,0
Feb-17,RY1,other,2172,0,0
Feb-17,REP,2,985,17,105
Feb-17,Y01069,other,2716,0,0
Feb-17,RBT,1,4861,410,1594
Feb-17,RBT,other,1303,0,0
Feb-17,RXF,1,17442,3092,4347
Feb-17,RNL,1,6822,945,1819
Feb-17,RVW,1,5220,481,1510
Feb-17,RVW,other,1321,2,3
Feb-17,RTV,other,1728,0,0
Feb-17,NLO01,other,6039,256,0
Feb-17,RJL,1,9989,2698,2400
Feb-17,RJL,other,1153,1,1
Feb-17,RTF,1,7094,1223,3497
Feb-17,RTF,other,6855,44,24
Feb-17,RW6,1,20121,5159,4778
Feb-17,RW6,other,3991,115,95
Feb-17,RT2,other,3123,0,0
Feb-17,RQ6,1,6775,2290,1961
Feb-17,RQ6,2,1422,0,48
Feb-17,RQ6,other,9257,0,0
Feb-17,RM3,1,7598,1723,2331
Feb-17,AXT02,other,2596,0,0
Feb-17,RCU,1,4342,112,612
Feb-17,RHQ,1,8460,2947,2550
Feb-17,RHQ,2,1093,0,1
Feb-17,RHQ,other,6264,0,7
Feb-17,RTR,1,8954,933,1761
Feb-17,RTR,other,4714,0,21
Feb-17,RE9,1,4414,285,1135
Feb-17,RE9,other,597,2,0
Feb-17,RVY,1,5712,1228,1637
Feb-17,RVY,other,4584,9,0
Feb-17,RBN,1,7740,2008,3010
Feb-17,RBN,other,5103,59,0
Feb-17,RWJ,1,6831,1695,2139
Feb-17,RMP,1,6352,835,1570
Feb-17,RTD,1,9419,997,2019
Feb-17,RTD,2,1590,14,24
Feb-17,RTD,other,4333,0,4
Feb-17,RFR,1,5567,1417,1408
Feb-17,RFR,other,3961,0,0
Feb-17,RM2,1,7435,964,2367
Feb-17,RTX,1,6113,1385,1825
Feb-17,RTX,other,1486,45,70
Feb-17,RWW,1,5985,1428,2261
Feb-17,RWW,other,3418,30,0
Feb-17,RY7,other,4098,64,0
Feb-17,RBL,1,7050,2076,2114
Feb-17,RBL,other,2280,13,0
Feb-17,AJN,other,368,0,0
Feb-17,RRF,1,6605,1063,1585
Feb-17,RCB,1,7930,2504,3062
Feb-17,RCB,other,5630,15,0
Feb-17,RTK,1,7498,1503,1875
Feb-17,RTK,other,1387,0,0
Feb-17,Y02688,other,3139,3,0
Feb-17,NQT10,other,3112,0,0
Feb-17,RWX,other,4918,0,0
Feb-17,Y04538,other,2574,1,0
Feb-17,RXH,1,11012,2366,3149
Feb-17,RXH,2,1059,10,26
Feb-17,NLW,other,4101,1,0
Feb-17,RXQ,1,6153,1161,2550
Feb-17,RXQ,2,1187,0,463
Feb-17,RXQ,other,3155,17,0
Feb-17,Y00058,other,2003,31,0
Feb-17,NLT02,other,981,0,0
Feb-17,RJ8,other,7016,25,1
Feb-17,RN7,1,7750,1313,2137
Feb-17,RN7,other,1484,0,0
Feb-17,RBD,1,3084,192,1171
Feb-17,RBD,other,3264,2,0
Feb-17,RVV,1,10975,3700,3030
Feb-17,RVV,other,4554,36,387
Feb-17,RXC,1,7951,1903,2433
Feb-17,DD401,other,718,0,0
Feb-17,RDU,1,17357,1527,5308
Feb-17,R1J,other,4755,11,0
Feb-17,RTE,1,9772,2248,3207
Feb-17,RN3,1,5913,2076,2077
Feb-17,RN3,other,4568,42,0
Feb-17,RN5,1,7789,1022,2054
Feb-17,RN5,other,1004,0,0
Feb-17,NDA57,other,575,11,0
Feb-17,R1F,1,3039,600,666
Feb-17,R1F,other,1046,0,0
Feb-17,RYY,other,5201,8,0
Feb-17,NR5,other,3181,2,0
Feb-17,RWF,1,10386,1789,3204
Feb-17,RWF,other,1619,0,0
Feb-17,RPA,1,8460,2016,1948
Feb-17,RVJ,1,6160,1128,2097
Feb-17,RBZ,1,3116,522,953
Feb-17,RBZ,other,3404,0,0
Feb-17,L83087,other,119,0,0
Feb-17,RNU,other,2343,33,0
Feb-17,RTH,1,9816,2005,2794
Feb-17,RTH,2,1478,0,57
Feb-17,NLX02,other,515,0,0
Feb-17,RK9,1,7229,1085,2656
Feb-17,RK9,2,217,0,0
Feb-17,RD3,1,4830,414,1465
Feb-17,RD3,other,1059,0,0
Feb-17,RHU,1,7901,2493,2452
Feb-17,RHU,2,785,1,0
Feb-17,RHU,other,1430,3,1
Feb-17,RPC,other,702,1,13
Feb-17,RHW,1,8112,817,2665
Feb-17,RHW,2,1238,1,2
Feb-17,REF,1,5324,1324,2344
Feb-17,REF,other,1255,12,31
Feb-17,RH8,1,7214,637,1699
Feb-17,RH8,other,688,0,0
Feb-17,RA2,1,4979,307,1786
Feb-17,RD1,1,5272,1229,1753
Feb-17,RD1,other,793,11,92
Feb-17,RNZ,1,3223,543,954
Feb-17,RNZ,2,325,0,0
Feb-17,Y02666,other,1207,0,0
Feb-17,RH5,other,5779,13,0
Feb-17,RYF,other,1110,0,0
Feb-17,NTP11,other,4103,6,0
Feb-17,RW1,other,1844,7,1
Feb-17,NTPAD,other,4164,3,0
Feb-17,RTP,1,7142,647,2172
Feb-17,RDR,other,6993,136,0
Feb-17,RBA,1,4751,332,1584
Feb-17,AAH,other,139,0,0
Feb-17,RDZ,1,5527,441,1706
Feb-17,RDZ,2,1328,2,4
Feb-17,RA9,1,5146,809,2243
Feb-17,RA9,other,2341,0,0
Feb-17,RHM,1,7349,1528,2937
Feb-17,RHM,2,1375,37,7
Feb-17,RA7,1,7904,1816,2597
Feb-17,RA7,2,1603,16,10
Feb-17,RYR,1,9715,659,2840
Feb-17,RYR,other,981,9,0
Feb-17,RA3,1,3683,1125,910
Feb-17,NDA56,other,2416,20,0
Feb-17,G82071,other,1857,0,0
Feb-17,NDA55,other,2743,7,0
Feb-17,NLX24,other,1243,2,0
Feb-17,RA4,1,3374,133,1270
Jan-17,RF4,1,20430,5247,4519
Jan-17,RF4,2,632,7,0
Jan-17,RF4,other,3227,19,0
Jan-17,R1H,1,28420,7426,6435
Jan-17,R1H,2,598,34,0
Jan-17,R1H,other,11699,168,0
Jan-17,AD913,other,4260,0,0
Jan-17,RYX,other,19019,217,0
Jan-17,RQM,1,16920,3141,3339
Jan-17,RQM,other,7349,73,0
Jan-17,RJ6,1,6618,1438,2197
Jan-17,RJ6,other,3472,71,0
